tract,below_fpl,below_200fpl,fpl_universe,below_fpl_pct,below_200fpl_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037207400,478,644,1683,28.4,38.3,District 1,Los Angeles - Downtown,SPA 4 - Metro,7937,9422939.10449219,15058.800595045
06037207501,232,277,2106,11,13.2,District 1,Los Angeles - Downtown,SPA 4 - Metro,7938,1460154.43066406,4739.84035644362
06037207502,1580,2408,3906,40.5,61.6,District 1,Los Angeles - Downtown,SPA 4 - Metro,7939,4463490.01171875,9079.03995524394
06037207711,203,440,2627,7.7,16.7,District 1,Los Angeles - Downtown,SPA 4 - Metro,7940,7428549.18164063,14671.2566652354
06037207712,1196,1740,4925,24.3,35.3,District 1,Los Angeles - Downtown,SPA 4 - Metro,7941,4383784.37109375,9437.95547203599
06037207901,1172,1365,3801,30.8,35.9,District 1,Los Angeles - Downtown,SPA 4 - Metro,7942,2128884.62011719,6828.32314353021
06037207902,1537,1807,7325,21,24.7,District 1,Los Angeles - Downtown,SPA 4 - Metro,7943,7634284.11425781,11075.6002722335
06037208001,459,613,2581,17.8,23.8,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,7944,6277025.37207031,11140.0855219287
06037208002,1242,1960,4041,30.7,48.5,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,7945,4063649.02148438,8994.41985174355
06037208301,657,1226,1693,38.8,72.4,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,7946,1059097.59375,5122.53634552436
06037208302,1200,2607,4715,25.5,55.3,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,7947,4716446.3046875,9773.07262014677
06037208401,796,2266,3826,20.8,59.2,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,7948,2469648.37011719,6288.09197794042
06037208402,423,862,2497,16.9,34.5,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,7949,3704274.59179688,8618.23456482595
06037208501,423,764,2455,17.2,31.1,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,7950,2614754.83691406,6561.52814100238
06037208502,782,2159,3781,20.7,57.1,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,7951,2796254.31933594,6766.57691819466
06037208610,671,1822,4277,15.7,42.6,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,7952,3802019.99609375,8257.26639458293
06037208620,645,1516,3990,16.2,38,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,7953,3490954.75976563,8191.68116658036
06037208710,757,1567,4895,15.5,32,District 1,Los Angeles - Westlake,SPA 4 - Metro,7954,1824918.22851563,5646.28176534374
06037208720,1069,2332,3406,31.4,68.5,District 1,Los Angeles - Westlake,SPA 4 - Metro,7955,1753988.3125,6905.12617518118
06037208801,744,2027,3120,23.8,65,District 1,Los Angeles - Westlake,SPA 4 - Metro,7956,2902686.7109375,7792.47319118466
06037208802,866,1541,2772,31.2,55.6,District 1,Los Angeles - Westlake,SPA 4 - Metro,7957,2279363.02441406,7692.52783629375
06037208902,1031,1796,2318,44.5,77.5,District 1,Los Angeles - Westlake,SPA 4 - Metro,7958,1980055.59765625,5658.49303756799
06037208903,1699,2992,3739,45.4,80,District 1,Los Angeles - Westlake,SPA 4 - Metro,7959,1714545.07714844,7038.47964396487
06037208904,1992,2727,3484,57.2,78.3,District 1,Los Angeles - Westlake,SPA 4 - Metro,7960,1224138.45214844,4504.13711885243
06037209103,1498,2493,3226,46.4,77.3,District 1,Los Angeles - Westlake,SPA 4 - Metro,7961,1337574.15722656,4685.36934697051
06037209104,858,1662,2567,33.4,64.7,District 1,Los Angeles - Westlake,SPA 4 - Metro,7962,735766.439453125,3760.81399791788
06037209105,1555,2601,3153,49.3,82.5,District 1,Los Angeles - Westlake,SPA 4 - Metro,7963,892285.90234375,3984.96206798173
06037209106,643,1027,2101,30.6,48.9,District 1,Los Angeles - Westlake,SPA 4 - Metro,7964,2381529.05566406,6257.32991474732
06037209201,798,1162,3298,24.2,35.2,District 1,Los Angeles - Westlake,SPA 4 - Metro,7965,1818530.86523438,5562.08830614404
06037209202,601,1141,1410,42.6,80.9,District 1,Los Angeles - Westlake,SPA 4 - Metro,7966,2667667.4296875,6511.25306922435
06037209300,2380,3336,4934,48.2,67.6,District 1,Los Angeles - Westlake,SPA 4 - Metro,7967,3296967.58789063,7931.18045030821
06037209401,727,2381,3370,21.6,70.7,District 1,Los Angeles - Westlake,SPA 4 - Metro,7968,2323375.79101563,6370.63761156645
06037209402,1144,2760,3933,29.1,70.2,District 1,Los Angeles - Westlake,SPA 4 - Metro,7969,1466622.3828125,4849.88672567465
06037209403,1157,3235,4596,25.2,70.4,District 1,Los Angeles - Westlake,SPA 4 - Metro,7970,1487585.05078125,4882.4431916478
06037209510,693,1541,2553,27.1,60.4,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,7971,1963614.68359375,5807.60582509719
06037209520,742,1440,2373,31.3,60.7,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,7972,2499111.24414063,6466.56330357265
06037209810,826,1744,2309,35.8,75.5,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,7973,1660660.46289063,5390.00072037104
06037209820,427,1022,2496,17.1,40.9,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,7974,1936268.19140625,5687.97411417253
06037210010,1145,2101,3111,36.8,67.5,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,7975,4448567.78027344,8896.54747760299
06037211000,461,762,5311,8.7,14.3,District 2,Los Angeles - Hancock Park,SPA 4 - Metro,7976,28608477.8222656,25105.852125311
06037211121,506,1005,2315,21.9,43.4,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,7977,2315992.81835938,7544.02038984252
06037211122,744,1057,2645,28.1,40,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,7978,3930365.13085938,8273.44654845861
06037211123,335,577,1816,18.4,31.8,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,7979,1850526.140625,6797.21218063719
06037211124,573,1766,4225,13.6,41.8,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,7980,4228641.48242188,8167.54807782011
06037211201,787,1286,2694,29.2,47.7,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,7981,1501881.87011719,4915.68431295678
06037211202,428,908,2222,19.3,40.9,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,7982,1927075.49316406,5559.42145524042
06037211310,941,2006,3476,27.1,57.7,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,7983,1549860.7109375,4995.2051041008
06037211320,698,1546,3253,21.5,47.5,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,7984,2004122.25,5671.30541080394
06037211410,295,1164,2846,10.4,40.9,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,7985,2915308.27734375,7500.75460561093
06037211420,635,1307,3464,18.3,37.7,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,7986,4101420.1328125,8393.56224256076
06037211500,179,801,3857,4.6,20.8,District 2,Los Angeles - Hancock Park,SPA 4 - Metro,7987,9760679.48144531,13076.5733908895
06037211701,324,636,2781,11.7,22.9,District 2,Los Angeles - Hancock Park,SPA 4 - Metro,7988,7007753.87597656,10536.0578524253
06037211703,599,1418,4564,13.1,31.1,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,7989,1986718.89257813,5648.97182007806
06037211704,462,942,2666,17.3,35.3,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,7990,1990668.86132813,5698.51976252706
06037211802,945,2317,4446,21.3,52.1,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,7991,3502571.77734375,7938.57062331816
06037211803,588,1395,3635,16.2,38.4,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,7992,1501763.78515625,4915.85657360496
06037211804,1010,1516,3192,31.6,47.5,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,7993,2001589.04296875,5672.18261406006
06037211910,644,1797,3951,16.3,45.5,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,7994,1484978.66699219,4890.39894923624
06037211921,485,1034,2001,24.2,51.7,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,7995,997424.330078125,4152.13256760425
06037211922,505,1958,3353,15.1,58.4,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,7996,999743.744140625,4155.33816743403
06037212101,609,1203,2741,22.2,43.9,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,7997,1999890.32617188,5670.09746275749
06037212102,886,1824,2934,30.2,62.2,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,7998,1492508.61816406,4902.63174581016
06037212202,963,2127,3667,26.3,58,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,7999,2225899.92285156,6481.88798664003
06037212203,1025,1577,2821,36.3,55.9,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,8000,1141073.35449219,4500.61037838077
06037212204,1183,2223,3720,31.8,59.8,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,8001,2300387.56054688,6142.68644099074
06037212303,1537,2232,3827,40.2,58.3,District 2,Los Angeles - Koreatown,SPA 4 - Metro,8002,1675272.86328125,5219.25390230218
06037212304,441,1050,1781,24.8,59,District 2,Los Angeles - Koreatown,SPA 4 - Metro,8003,2218468.73535156,6304.99186116234
06037212305,783,1879,2711,28.9,69.3,District 2,Los Angeles - Koreatown,SPA 4 - Metro,8004,1168773.14648438,4355.76452609155
06037212306,841,1506,2816,29.9,53.5,District 2,Los Angeles - Koreatown,SPA 4 - Metro,8005,1742806.87792969,5316.96078675856
06037212410,852,2503,4140,20.6,60.5,District 2,Los Angeles - Koreatown,SPA 4 - Metro,8006,1687088.9375,5550.26248909544
06037212420,616,1351,2661,23.1,50.8,District 2,Los Angeles - Koreatown,SPA 4 - Metro,8007,1538332.86914063,4954.12247298853
06037212501,393,700,1890,20.8,37,District 2,Los Angeles - Koreatown,SPA 4 - Metro,8008,856375.334960938,3804.12356372229
06037212502,517,1082,3282,15.8,33,District 2,Los Angeles - Koreatown,SPA 4 - Metro,8009,3069436.97265625,8256.6763741983
06037212610,595,1474,4211,14.1,35,District 2,Los Angeles - Koreatown,SPA 4 - Metro,8010,3837077.16894531,8373.506660897
06037212620,1063,1790,3801,28,47.1,District 2,Los Angeles - Koreatown,SPA 4 - Metro,8011,3112104.20898438,7947.75922029688
06037212701,263,551,2198,12,25.1,District 2,Los Angeles - Country Club Park,SPA 4 - Metro,8012,5137695.23046875,10446.1224169919
06037212702,268,596,3289,8.1,18.1,District 2,Los Angeles - Country Club Park,SPA 4 - Metro,8013,9432433.52832031,13436.740666892
06037212800,227,1064,3386,6.7,31.4,District 2,Los Angeles - Country Club Park,SPA 4 - Metro,8014,8454048.38867188,11698.3897557199
06037212900,539,1514,3674,14.7,41.2,District 2,Los Angeles - Country Club Park,SPA 4 - Metro,8015,3940299.24804688,8740.43958537966
06037213100,547,1009,2704,20.2,37.3,District 2,Los Angeles - Koreatown,SPA 4 - Metro,8016,5781514.45214844,10486.3002784647
06037213201,987,2319,4079,24.2,56.9,District 2,Los Angeles - Koreatown,SPA 4 - Metro,8017,3589230.66113281,8182.67688754627
06037213202,557,1382,3631,15.3,38.1,District 2,Los Angeles - Koreatown,SPA 4 - Metro,8018,3637201.02832031,8141.4350813002
06037213310,604,1218,2519,24,48.4,District 2,Los Angeles - Koreatown,SPA 4 - Metro,8019,3346140.25,7793.97104092556
06037213320,731,1209,2405,30.4,50.3,District 2,Los Angeles - Koreatown,SPA 4 - Metro,8020,3380926.98242188,7845.38107029361
06037213401,914,2001,4530,20.2,44.2,District 2,Los Angeles - Pico-Union,SPA 4 - Metro,8021,2108256.96289063,6326.46337596502
06037213402,1223,2321,4474,27.3,51.9,District 2,Los Angeles - Pico-Union,SPA 4 - Metro,8022,4220536.42578125,8304.77577150447
06037214000,461,1094,3950,11.7,27.7,District 3,Los Angeles - Melrose,SPA 4 - Metro,8023,10878898.9863281,13349.8320339362
06037214100,251,606,3787,6.6,16,District 2,Los Angeles - Hancock Park,SPA 4 - Metro,8024,11954015.6572266,14119.4358302839
06037214400,268,804,3008,8.9,26.7,District 3,Los Angeles - Melrose,SPA 4 - Metro,8025,3705387.51660156,7957.45597765391
06037214501,304,471,3477,8.7,13.5,District 2,Los Angeles - Park La Brea,SPA 4 - Metro,8026,8104648.12695313,13972.6234377612
06037214503,661,990,3504,18.9,28.3,District 2,Los Angeles - Park La Brea,SPA 4 - Metro,8027,2452371.02832031,6833.36290633652
06037214504,655,913,3609,18.1,25.3,District 2,Los Angeles - Park La Brea,SPA 4 - Metro,8028,1310617.07519531,5783.53830056755
06037214505,158,268,1581,10,17,District 2,Los Angeles - Park La Brea,SPA 4 - Metro,8029,1510257.35742188,6781.70002442472
06037214600,210,346,2200,9.5,15.7,District 3,Los Angeles - Carthay,SPA 4 - Metro,8030,6255496.01660156,10110.4666923341
06037214700,231,392,2422,9.5,16.2,District 3,Los Angeles - Carthay,SPA 4 - Metro,8031,6384452.13671875,10225.8203051479
06037214800,499,781,2827,17.7,27.6,District 3,Los Angeles - Carthay,SPA 4 - Metro,8032,6204448.75488281,11233.3139801769
06037214902,305,411,2514,12.1,16.3,District 3,Los Angeles - Carthay,SPA 4 - Metro,8033,5572430.15039063,9450.67917207185
06037214903,390,483,1568,24.9,30.8,District 3,Los Angeles - Carthay,SPA 4 - Metro,8034,1465902.78417969,5280.13671052544
06037214904,34,101,1459,2.3,6.9,District 3,Los Angeles - Carthay,SPA 4 - Metro,8035,1828968.39941406,5357.67428772174
06037215101,404,596,3024,13.4,19.7,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,8036,3809331.64746094,10263.4839015935
06037215102,396,631,3322,11.9,19,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,8037,2874435.63964844,7853.98922940437
06037216100,271,471,2393,11.3,19.7,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,8038,7258622.61328125,11137.2282597637
06037216201,467,692,2591,18,26.7,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,8039,4885807.69042969,10090.456567382
06037216202,290,542,2525,11.5,21.5,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,8040,5435377.36621094,10155.3357717647
06037216301,149,192,1414,10.5,13.6,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,8041,6049546.78808594,11309.8163204585
06037216302,387,929,3158,12.3,29.4,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,8042,7612845.06640625,11326.8620361775
06037216401,340,926,3590,9.5,25.8,District 3,Los Angeles - South Carthay,SPA 5 - West,8043,4453771.9296875,8573.05090459975
06037216402,235,665,2663,8.8,25,District 3,Los Angeles - South Carthay,SPA 5 - West,8044,2454486.62109375,6352.5598411435
06037216700,294,592,3310,8.9,17.9,District 2,Los Angeles - Crestview,SPA 4 - Metro,8045,8359985.12792969,11708.3886180848
06037216800,179,562,3333,5.4,16.9,District 2,Los Angeles - South Carthay,SPA 4 - Metro,8046,7970666.09863281,11541.4351311158
06037216901,265,571,2723,9.7,21,District 2,Los Angeles - Mid-city,SPA 4 - Metro,8047,7529393.078125,12049.5740176066
06037216902,537,822,2106,25.5,39,District 2,Los Angeles - Mid-city,SPA 4 - Metro,8048,4207215.77734375,9158.06543066756
06037217001,141,303,2756,5.1,11,District 3,Los Angeles - Crestview,SPA 5 - West,8049,5932737.09375,10781.4916671573
06037217002,427,1195,4941,8.6,24.2,District 3,Los Angeles - Crestview,SPA 5 - West,8050,8310430.75878906,11537.2574729411
06037217101,475,809,2674,17.8,30.3,District 2,Los Angeles - Mid-city,SPA 4 - Metro,8051,4274959.8828125,9355.77992590074
06037217102,544,867,2773,19.6,31.3,District 2,Los Angeles - Mid-city,SPA 4 - Metro,8052,5389199.59570313,9500.85044338073
06037217200,687,1507,3976,17.3,37.9,District 2,Los Angeles - Mid-city,SPA 4 - Metro,8053,9910637.51757813,15000.9252381641
06037218110,674,1522,3167,21.3,48.1,District 2,Los Angeles - Victoria Park,SPA 4 - Metro,8054,6462720.51074219,12750.5845119007
06037218120,1002,1939,3553,28.2,54.6,District 2,Los Angeles - Victoria Park,SPA 4 - Metro,8055,4789315.24316406,8883.8412423337
06037218210,826,2120,3896,21.2,54.4,District 2,Los Angeles - St Elmo Village,SPA 4 - Metro,8056,4174755.20800781,8767.26244563719
06037218220,436,1822,4042,10.8,45.1,District 2,Los Angeles - Lafayette Square,SPA 4 - Metro,8057,7202036.96386719,11673.2442683016
06037218300,991,1644,4790,20.7,34.3,District 2,Los Angeles - Cloverdale/Cochran,SPA 4 - Metro,8058,9721211.26367188,17303.9296005537
06037218400,474,1160,3996,11.9,29,District 2,Los Angeles - Cloverdale/Cochran,SPA 6 - South,8059,6980031.2734375,12172.1275600393
06037218500,487,915,2739,17.8,33.4,District 2,Los Angeles - Cloverdale/Cochran,SPA 6 - South,8060,5644938.33984375,10970.1771907018
06037218600,345,894,3077,11.2,29.1,District 2,Los Angeles - Longwood,SPA 6 - South,8061,4579166.22363281,8896.78694256187
06037218701,371,645,1880,19.7,34.3,District 2,Los Angeles - Wellington Square,SPA 6 - South,8062,5970334.19140625,10677.0864637023
06037218702,342,1349,2705,12.6,49.9,District 2,Los Angeles - Wellington Square,SPA 6 - South,8063,3863251.22070313,10277.6897063698
06037218800,641,1212,2690,23.8,45.1,District 2,Los Angeles - West Adams,SPA 6 - South,8064,4408954.66992188,9003.4607421164
06037218900,953,1929,5444,17.5,35.4,District 2,Los Angeles - West Adams,SPA 6 - South,8065,7590636.38964844,11501.1401512322
06037219010,360,886,3214,11.2,27.6,District 2,Los Angeles - Jefferson Park,SPA 6 - South,8066,4746129.56640625,9379.45113561766
06037219020,1249,1924,4263,29.3,45.1,District 2,Los Angeles - Jefferson Park,SPA 6 - South,8067,7814189.0703125,11235.000575092
06037219300,669,1772,3757,17.8,47.2,District 2,Los Angeles - Crenshaw District,SPA 6 - South,8068,7032522.35839844,11229.4922975579
06037219500,131,419,1965,6.7,21.3,District 2,Los Angeles - Crenshaw District,SPA 6 - South,8069,5980859.90625,10424.0370712202
06037219700,740,1766,4186,17.7,42.2,District 2,Los Angeles - Exposition,SPA 6 - South,8070,11747848.2226563,16573.5447508424
06037219800,321,968,3027,10.6,32,District 2,Los Angeles - Alsace,SPA 6 - South,8071,4802367.25195313,9731.28589862795
06037219901,652,2417,5206,12.5,46.4,District 2,Los Angeles - Alsace,SPA 6 - South,8072,5688670.42382813,10072.6276677243
06037219902,570,1117,3509,16.2,31.8,District 2,Los Angeles - Alsace,SPA 6 - South,8073,8665149.89550781,13255.3885905399
06037220000,1136,1917,4487,25.3,42.7,District 2,Los Angeles - Crenshaw District,SPA 6 - South,8074,10481820.828125,12777.3961812482
06037220100,363,746,2463,14.7,30.3,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,8075,10553580.6259766,16872.2625538817
06037221110,592,1688,3037,19.5,55.6,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,8076,2543189.47851563,6917.1421829759
06037221120,867,1896,2946,29.4,64.4,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,8077,3461839.03417969,7508.70218597605
06037221210,410,1406,2933,14,47.9,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,8078,3886574.74902344,8400.44834580638
06037221220,615,1424,2690,22.9,52.9,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,8079,7061620.80078125,10517.0065866957
06037221302,998,1825,3231,30.9,56.5,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,8080,4979090.125,10182.9978284678
06037221303,830,1599,2480,33.5,64.5,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,8081,2529230.91113281,6479.80207836699
06037221304,452,2021,3632,12.4,55.6,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,8082,2439438.50097656,6306.02757861075
06037221401,450,1140,2633,17.1,43.3,District 2,Los Angeles - West Adams,SPA 6 - South,8083,5807308.30273438,9622.08414883721
06037221402,615,1226,2782,22.1,44.1,District 2,Los Angeles - West Adams,SPA 6 - South,8084,5758103.04101563,12851.787555696
06037221500,1175,1998,3505,33.5,57,District 2,Los Angeles - West Adams,SPA 6 - South,8085,4097488.70703125,8382.65571532391
06037221601,795,1558,3264,24.4,47.7,District 2,Los Angeles - West Adams,SPA 6 - South,8086,3980776.45996094,8298.42599460866
06037221602,406,1172,2203,18.4,53.2,District 2,Los Angeles - West Adams,SPA 6 - South,8087,5577270.453125,11987.0771425261
06037221710,902,1389,2642,34.1,52.6,District 2,Los Angeles - West Adams,SPA 6 - South,8088,3536802.52441406,8105.21943524623
